"film","imdb_url",rating,timestamp,"backdated","directors",release_year,running_time
"Shark Tale","http://www.imdb.com/title/tt0307453/",2,1220508057,"No","Bibo Bergeron, Vicky Jenson, Rob Letterman",2004,90
"Shaun of the Dead","http://www.imdb.com/title/tt0365748/",3,1220508057,"No","Edgar Wright",2004,99
"She's All That","http://www.imdb.com/title/tt0160862/",2,1220508057,"No","Robert Iscove",1999,95
"Sherrybaby","http://www.imdb.com/title/tt0423169/",4,1220508057,"No","Laurie Collyer",2006,96
"Shine","http://www.imdb.com/title/tt0117631/",3,1220508057,"No","Scott Hicks",1996,105
"Shopgirl","http://www.imdb.com/title/tt0338427/",2,1220508057,"No","Anand Tucker",2005,106
"Shortbus","http://www.imdb.com/title/tt0367027/",2,1220508057,"No","John Cameron Mitchell",2006,101
"Showgirls","http://www.imdb.com/title/tt0114436/",3,1220508057,"No","Paul Verhoeven",1995,128
"Shrek","http://www.imdb.com/title/tt0126029/",2,1220508057,"No","Andrew Adamson, Vicky Jenson",2001,90
"Shrek 2","http://www.imdb.com/title/tt0298148/",4,1220508057,"No","Andrew Adamson, Kelly Asbury, Conrad Vernon",2004,93
"Shrek the Third","http://www.imdb.com/title/tt0413267/",2,1230185786,"No","Chris Miller, Raman Hui",2007,93
"Sicko","http://www.imdb.com/title/tt0386032/",3,1220508057,"No","Michael Moore",2007,123
"Sidewalks of New York","http://www.imdb.com/title/tt0239986/",3,1220508057,"No","Edward Burns",2001,108
"Sideways","http://www.imdb.com/title/tt0375063/",3,1220508057,"No","Alexander Payne",2004,126
"Signs","http://www.imdb.com/title/tt0286106/",3,1220508057,"No","M. Night Shyamalan",2002,106
"Simon Birch","http://www.imdb.com/title/tt0124879/",2,1220508057,"No","Mark Steven Johnson",1998,114
"Simone","http://www.imdb.com/title/tt0258153/",1,1220508057,"No","Andrew Niccol",2002,117
"Sin City","http://www.imdb.com/title/tt0401792/",4,1220508057,"No","Frank Miller, Robert Rodriguez, Quentin Tarantino	",2005,124
"Singin' in the Rain","http://www.imdb.com/title/tt0045152/",5,1220508057,"No","Stanley Donen, Gene Kelly",1952,103
"Sister Act","http://www.imdb.com/title/tt0105417/",2,1220508057,"No","Emile Ardolino",1992,100
"Sketches of Frank Gehry","http://www.imdb.com/title/tt0446784/",3,1220508057,"No","Sydney Pollack",2005,83
"Slackers","http://www.imdb.com/title/tt0240900/",2,1220508057,"No","Dewey Nicks",2002,86
"SLC Punk!","http://www.imdb.com/title/tt0133189/",3,1220508057,"No","James Merendino",1998,97
"Sleeper","http://www.imdb.com/title/tt0070707/",1,1220508057,"No","Woody Allen",1973,89
"Sleepy Hollow","http://www.imdb.com/title/tt0162661/",3,1220508057,"No","Tim Burton",1999,105
"Sliding Doors","http://www.imdb.com/title/tt0120148/",2,1220508057,"No","Peter Howitt",1998,99
"Smiley Face","http://www.imdb.com/title/tt0780608/",3,1220508057,"No","Gregg Araki",2007,88
"Snake Eyes","http://www.imdb.com/title/tt0120832/",1,1220508057,"No","Brian De Palma",1998,98
"Snatch","http://www.imdb.com/title/tt0208092/",2,1220508057,"No","Guy Ritchie",2000,104
"So I Married an Axe Murderer","http://www.imdb.com/title/tt0108174/",3,1220508057,"No","Thomas Schlamme",1993,93
"Something's Gotta Give","http://www.imdb.com/title/tt0337741/",3,1220508057,"No","Nancy Meyers",2003,128
"Son in Law","http://www.imdb.com/title/tt0108186/",4,1220508057,"No","Steve Rash",1993,95
"South Park: Bigger, Longer & Uncut","http://www.imdb.com/title/tt0158983/",5,1220508057,"No","Trey Parker",1999,81
"Space Jam","http://www.imdb.com/title/tt0117705/",2,1220508057,"No","Joe Pytka",1996,88
"Speed","http://www.imdb.com/title/tt0111257/",3,1220508057,"No","Jan de Bont",1994,116
"Speed II: Cruise Control","http://www.imdb.com/title/tt0120179/",1,1220508057,"No","Jan de Bont",1997,121
"Spellbound","http://www.imdb.com/title/tt0334405/",5,1220508057,"No","Jeffrey Blitz",2002,97
"Spiceworld","http://www.imdb.com/title/tt0120185/",2,1220508057,"No","Bob Spiers",1997,93
"Spider-Man 2","http://www.imdb.com/title/tt0316654/",3,1220508057,"No","Sam Raimi",2004,127
"Spirited Away","http://www.imdb.com/title/tt0245429/",5,1220508057,"No","Hayao Miyazaki",2001,125
"Spy Game","http://www.imdb.com/title/tt0266987/",2,1220508057,"No","Tony Scott",2001,126
"Standard Operating Procedure","http://www.imdb.com/title/tt0896866/",3,1220508057,"No","Errol Morris",2008,116
"Starsky & Hutch","http://www.imdb.com/title/tt0335438/",1,1220508057,"No","Todd Phillips",2004,101
"Startup.com","http://www.imdb.com/title/tt0256408/",5,1220508057,"No","Chris Hegedus, Jehane Noujaim",2001,107
"State and Main","http://www.imdb.com/title/tt0120202/",2,1220508057,"No","David Mamet",2000,105
"Stay Tuned","http://www.imdb.com/title/tt0105466/",3,1220508057,"No","Peter Hyams",1992,88
"Steel Magnolias","http://www.imdb.com/title/tt0098384/",3,1220508057,"No","Herbert Ross",1989,117
"Step Brothers","http://www.imdb.com/title/tt0838283/",3,1220508057,"No","Adam McKay",2008,98
"Stephen King's It","http://www.imdb.com/title/tt0099864/",3,1220508057,"No","Tommy Lee Wallace",1990,192
"Stepmom","http://www.imdb.com/title/tt0120686/",2,1220508057,"No","Chris Columbus",1998,124
"Baisers voles","http://www.imdb.com/title/tt0062695/",3,1220508057,"No","Francois Truffaut",1968,90
"Storytelling","http://www.imdb.com/title/tt0250081/",3,1220508057,"No","Todd Solondz",2001,87
"Strangers with Candy","http://www.imdb.com/title/tt0369994/",4,1220508057,"No","Paul Dinello",2005,97
"Stuart Saves His Family","http://www.imdb.com/title/tt0114571/",3,1220508057,"No","Harold Ramis",1995,96
"Stuck On You","http://www.imdb.com/title/tt0338466/",3,1220508057,"No","Bobby Farrelly, Peter Farrelly",2003,118
"Super Size Me","http://www.imdb.com/title/tt0390521/",3,1220508057,"No","Morgan Spurlock",2004,100
"Superbad","http://www.imdb.com/title/tt0829482/",5,1220508057,"No","Greg Mottola",2007,114
"Sweet November","http://www.imdb.com/title/tt0230838/",1,1220508057,"No","Pat O'Connor",2001,119
"Swimming with Sharks","http://www.imdb.com/title/tt0114594/",3,1220508057,"No","George Huang",1994,101
"Swordfish","http://www.imdb.com/title/tt0244244/",3,1220508057,"No","Dominic Sena",2001,99
"Syriana","http://www.imdb.com/title/tt0365737/",3,1220508057,"No","Stephen Gaghan",2005,126
"Tank Girl","http://www.imdb.com/title/tt0114614/",3,1220508057,"No","Rachel Talalay",1995,104
"Tarnation","http://www.imdb.com/title/tt0390538/",4,1220508057,"No","Jonathan Caouette",2003,88
"Taxi Driver","http://www.imdb.com/title/tt0075314/",3,1220508057,"No","Martin Scorsese",1976,113
"Teaching Mrs. Tingle","http://www.imdb.com/title/tt0133046/",2,1220508057,"No","Kevin Williamson",1999,96
"Team America: World Police","http://www.imdb.com/title/tt0372588/",3,1220508057,"No","Trey Parker",2004,98
"Teenage Mutant Ninja Turtles","http://www.imdb.com/title/tt0100758/",3,1220508057,"No","Steve Barron",1990,93
"Teenage Mutant Ninja Turtles 2","http://www.imdb.com/title/tt0103060/",2,1220508057,"No","Michael Pressman",1991,88
"Teenage Mutant Ninja Turtles 3","http://www.imdb.com/title/tt0108308/",2,1220508057,"No","Stuart Gillard",1993,96
"Ten Things I Hate About You","http://www.imdb.com/title/tt0147800/",3,1220508057,"No","Gil Junger",1999,97
"Thank You For Smoking","http://www.imdb.com/title/tt0427944/",2,1220508057,"No","Jason Reitman",2005,92
"That Thing You Do!","http://www.imdb.com/title/tt0117887/",3,1220508057,"No","Tom Hanks",1996,108
"The 40 Year-old Virgin","http://www.imdb.com/title/tt0405422/",3,1220508057,"No","Judd Apatow",2005,116
"The 400 Blows","http://www.imdb.com/title/tt0053198/",5,1220508057,"No","Francois Truffaut",1959,99
"The Accused","http://www.imdb.com/title/tt0094608/",3,1226903664,"No","Jonathan Kaplan",1988,111
"The Addams Family","http://www.imdb.com/title/tt0101272/",3,1220508057,"No","Barry Sonnenfeld",1991,99
"The Adventures of Robin Hood","http://www.imdb.com/title/tt0029843/",2,1220508057,"No","Michael Curtiz, William Keighley",1938,102
"The Air Up There","http://www.imdb.com/title/tt0109067/",3,1220508057,"No","Paul Michael Glaser",1994,107
"The American President","http://www.imdb.com/title/tt0112346/",3,1220508057,"No","Rob Reiner",1995,114
"The Americanization of Emily","http://www.imdb.com/title/tt0057840/",2,1220508057,"No","Arthur Hiller",1964,115
"The Apartment","http://www.imdb.com/title/tt0053604/",3,1220508057,"No","Billy Wilder",1960,125
"The Apostle","http://www.imdb.com/title/tt0118632/",3,1220508057,"No","Robert Duvall",1997,134
"The Aristocrats","http://www.imdb.com/title/tt0436078/",3,1220508057,"No","Paul Provenza",2005,89
"The Asphalt Jungle","http://www.imdb.com/title/tt0042208/",5,1220508057,"No","John Huston",1950,112
"The Assassination of Jesse James by the Coward Robert Ford","http://www.imdb.com/title/tt0443680/",3,1220508057,"No","Andrew Dominik",2007,160
"The Aviator","http://www.imdb.com/title/tt0338751/",3,1220508057,"No","Martin Scorsese",2004,170
"The Awful Truth","http://www.imdb.com/title/tt0028597/",3,1220508057,"No","Leo McCarey",1937,91
"The Baby-Sitters Club","http://www.imdb.com/title/tt0112435/",2,1220508057,"No","Melanie Mayron",1995,94
"The Bachelor","http://www.imdb.com/title/tt0120596/",1,1220508057,"No","Gary Sinyor",1999,101
"The Basketball Diaries","http://www.imdb.com/title/tt0112461/",5,1220508057,"No","Scott Kalvert",1995,102
"The Beach","http://www.imdb.com/title/tt0163978/",3,1220508057,"No","Danny Boyle",2000,119
"The Believer","http://www.imdb.com/title/tt0247199/",3,1220508057,"No","Henry Bean",2001,102
"The Best Years of Our Lives","http://www.imdb.com/title/tt0036868/",3,1220508057,"No","William Wyler",1946,172
"The Beverly Hillbillies","http://www.imdb.com/title/tt0106400/",1,1220508057,"No","Penelope Spheeris",1993,92
"The Bicycle Thief","http://www.imdb.com/title/tt0040522/",3,1220508057,"No","Vittorio De Sica",1948,93
"The Big Hit","http://www.imdb.com/title/tt0120609/",3,1220508057,"No","Kirk Wong",1998,91
"The Big Sleep","http://www.imdb.com/title/tt0038355/",3,1220508057,"No","Howard Hawks",1946,114
"The Birdcage","http://www.imdb.com/title/tt0115685/",4,1220508057,"No","Mike Nichols",1996,117
"The Blair Witch Project","http://www.imdb.com/title/tt0185937/",5,1220508057,"No","Daniel Myrick, Eduardo Sanchez",1999,86
"The Bodyguard","http://www.imdb.com/title/tt0103855/",3,1220508057,"No","Mick Jackson",1992,130
"The Bone Collector","http://www.imdb.com/title/tt0145681/",1,1220508057,"No","Phillip Noyce",1999,118
"The Bourne Identity","http://www.imdb.com/title/tt0258463/",1,1220508057,"No","Doug Liman",2002,119
"The Brady Bunch Movie","http://www.imdb.com/title/tt0112572/",3,1220508057,"No","Betty Thomas",1995,90
"The Bridge on the River Kwai","http://www.imdb.com/title/tt0050212/",2,1220508057,"No","David Lean",1957,161
"The Brown Bunny","http://www.imdb.com/title/tt0330099/",1,1220508057,"No","Vincent Gallo",2003,93
"The Cable Guy","http://www.imdb.com/title/tt0115798/",3,1220508057,"No","Ben Stiller",1996,96
"The Cat in the Hat","http://www.imdb.com/title/tt0312528/",3,1220508057,"No","Bo Welch",2003,82
"The Cat's Meow","http://www.imdb.com/title/tt0266391/",3,1220508057,"No","Peter Bogdanovich",2001,114
"The Cell","http://www.imdb.com/title/tt0209958/",5,1220508057,"No","Tarsem Singh",2000,107
"The Chumscrubber","http://www.imdb.com/title/tt0406650/",2,1220508057,"No","Arie Posin",2005,108
"The Cider House Rules","http://www.imdb.com/title/tt0124315/",2,1220508057,"No","Lasse Hallstrom",1999,126
"The Client","http://www.imdb.com/title/tt0109446/",3,1220508057,"No","Joel Schumacher",1994,119
"The Comedians of Comedy","http://www.imdb.com/title/tt0451021/",4,1220508057,"No","Michael Blieden",2005,103
"The Contender","http://www.imdb.com/title/tt0208874/",3,1220508057,"No","Rod Lurie",2000,126
"The Cooler","http://www.imdb.com/title/tt0318374/",2,1220508057,"No","Wayne Kramer",2003,101
"The Corporation","http://www.imdb.com/title/tt0379225/",3,1220508057,"No","Mark Achbar, Jennifer Abbott ",2003,145
"The Count of Monte Cristo","http://www.imdb.com/title/tt0072824/",2,1220508057,"No","David Greene",1975,98
"The Craft","http://www.imdb.com/title/tt0115963/",5,1220508057,"No","Andrew Fleming",1996,101
"The Crossing Guard","http://www.imdb.com/title/tt0112744/",2,1220508057,"No","Sean Penn",1995,111
"The Crow","http://www.imdb.com/title/tt0109506/",3,1220508057,"No","Alex Proyas",1994,102
"The Crush","http://www.imdb.com/title/tt0106627/",3,1220508057,"No","Alan Shapiro",1993,89
"The Dangerous Lives of Altar Boys","http://www.imdb.com/title/tt0238924/",3,1220508057,"No","Peter Care",2002,104
"The Darjeeling Limited","http://www.imdb.com/title/tt0838221/",2,1220508057,"No","Wes Anderson",2007,91
"The Dark Crystal","http://www.imdb.com/title/tt0083791/",3,1220508057,"No","Jim Henson, Frank Oz, Gary Kurtz",1982,93
"The Dark Knight","http://www.imdb.com/title/tt0468569/",3,1230185479,"No","Christopher Nolan",2008,152
"The Departed","http://www.imdb.com/title/tt0407887/",3,1220508057,"No","Martin Scorsese",2006,151
"The Devil and Daniel Johnston","http://www.imdb.com/title/tt0436231/",3,1220508057,"No","Jeff Feuerzeig",2005,110
"The Devil Wears Prada","http://www.imdb.com/title/tt0458352/",4,1220508057,"No","David Frankel",2006,109
"The Divine Secrets of the Ya-Ya Sisterhood","http://www.imdb.com/title/tt0279778/",2,1220508057,"No","Callie Khouri",2002,116
"The Dreamers","http://www.imdb.com/title/tt0309987/",5,1220508057,"No","Bernardo Bertolucci",2003,115
"The Education of Shelby Knox","http://www.imdb.com/title/tt0427206/",3,1220508057,"No","Marion Lipschutz, Rose Rosenblatt",2005,76
"The English Patient","http://www.imdb.com/title/tt0116209/",2,1220508057,"No","Anthony Minghella",1996,162
"The Ex","http://www.imdb.com/title/tt0458364/",2,1220508057,"No","Jesse Peretz",2006,77
"The Exorcist","http://www.imdb.com/title/tt0070047/",5,1220508057,"No","William Friedkin",1973,122
"The Fast and the Furious","http://www.imdb.com/title/tt0232500/",1,1220508057,"No","Rob Cohen",2001,106
"The Fifth Element","http://www.imdb.com/title/tt0119116/",3,1220508057,"No","Luc Besson",1997,126
"The Filth and the Fury","http://www.imdb.com/title/tt0236216/",3,1220508057,"No","Julien Temple",2000,108
"The Fog of War","http://www.imdb.com/title/tt0317910/",3,1220508057,"No","Errol Morris",2003,95
"The Fugitive","http://www.imdb.com/title/tt0106977/",3,1220508057,"No","Andrew Davis",1993,130
"The Game","http://www.imdb.com/title/tt0119174/",5,1220508057,"No","David Fincher",1997,128
"The General","http://www.imdb.com/title/tt0017925/",3,1220508057,"No","Clyde Bruckman, Buster Keaton",1926,107
"The General's Daughter","http://www.imdb.com/title/tt0144214/",1,1220508057,"No","Simon West",1999,116
"The Gift","http://www.imdb.com/title/tt0219699/",3,1220508057,"No","Sam Raimi",2000,112
"The Girl Next Door","http://www.imdb.com/title/tt0265208/",2,1220508057,"No","Luke Greenfield",2004,108
"The Godfather","http://www.imdb.com/title/tt0068646/",3,1248292596,"No","Francis Ford Coppola",1972,175
"The Gods Must Be Crazy","http://www.imdb.com/title/tt0080801/",2,1220508057,"No","Jamie Uys",1980,109
"The Good Girl","http://www.imdb.com/title/tt0279113/",5,1220508057,"No","Miguel Arteta",2002,93
"The Graduate","http://www.imdb.com/title/tt0061722/",3,1220508057,"No","Mike Nichols",1967,105
"The Great Train Robbery","http://www.imdb.com/title/tt0000439/",2,1220508057,"No","Edwin S. Porter",1979,11
"The Green Mile","http://www.imdb.com/title/tt0120689/",3,1220508057,"No","Frank Darabont",1999,188
"The Hitchhiker's Guide to the Galaxy","http://www.imdb.com/title/tt0371724/",1,1220508057,"No","Garth Jennings",2005,109
"The Hoax","http://www.imdb.com/title/tt0462338/",3,1220508057,"No","Lasse Hallstrom",2006,116
"The Hours","http://www.imdb.com/title/tt0274558/",1,1220508057,"No","Stephen Daldry",2002,114
"The Hurricane","http://www.imdb.com/title/tt0174856/",3,1220508057,"No","Norman Jewison",1999,145
"The Insider","http://www.imdb.com/title/tt0140352/",5,1237180834,"No","Michael Mann",1999,157
"The Interpreter","http://www.imdb.com/title/tt0373926/",3,1220508057,"No","Sydney Pollack",2005,128
"The Iron Giant","http://www.imdb.com/title/tt0129167/",3,1220508057,"No","Brad Bird",1999,86
"The Italian Job","http://www.imdb.com/title/tt0317740/",3,1220508057,"No","F. Gary Gray",2003,111
"The Karate Kid","http://www.imdb.com/title/tt0087538/",3,1220508057,"No","John G. Avildsen",1984,126
"The Kid Stays in the Picture","http://www.imdb.com/title/tt0303353/",5,1220508057,"No","Nanette Burstein, Brett Morgen",2002,93
"The King of Comedy","http://www.imdb.com/title/tt0085794/",4,1220508057,"No","Martin Scorsese",1982,109
"The Land Before Time","http://www.imdb.com/title/tt0095489/",3,1220508057,"No","Don Bluth",1988,69
"The Last Emperor","http://www.imdb.com/title/tt0093389/",2,1220508057,"No","Bernardo Bertolucci",1987,163
"The Last Samurai","http://www.imdb.com/title/tt0325710/",3,1220508057,"No","Edward Zwick",2003,154
"The Last Temptation of Christ","http://www.imdb.com/title/tt0095497/",2,1220508057,"No","Martin Scorsese",1988,164
"The Legend of Bagger Vance","http://www.imdb.com/title/tt0146984/",2,1220508057,"No","Robert Redford",2000,126
"The Limey","http://www.imdb.com/title/tt0165854/",2,1220508057,"No","Steven Soderbergh",1999,89
"The Lion King","http://www.imdb.com/title/tt0110357/",3,1220508057,"No","Roger Allers, Rob Minkoff",1994,89
"The Little Rascals","http://www.imdb.com/title/tt0110366/",2,1220508057,"No","Penelope Spheeris",1994,82
"The Majestic","http://www.imdb.com/title/tt0268995/",3,1220508057,"No","Frank Darabont",2001,152
"The Man Who Wasn't There","http://www.imdb.com/title/tt0243133/",3,1220508057,"No","Joel Coen",2001,116
"The Manchurian Candidate","http://www.imdb.com/title/tt0368008/",1,1220508057,"No","Jonathan Demme",2004,129
"The Mask","http://www.imdb.com/title/tt0110475/",3,1220508057,"No","Chuck Russell",1994,101
"The Matrix","http://www.imdb.com/title/tt0133093/",3,1220508057,"No","Andy Wachowski, Larry Wachowski",1999,136
"The Matrix Reloaded","http://www.imdb.com/title/tt0234215/",3,1232599629,"No","Andy Wachowski, Larry Wachowski",2003,138
"The Mighty Ducks","http://www.imdb.com/title/tt0104868/",2,1220508057,"No","Stephen Herek",1992,100
"The Mummy","http://www.imdb.com/title/tt0120616/",3,1220508057,"No","Stephen Sommers",1999,125
"The Mummy Returns","http://www.imdb.com/title/tt0209163/",3,1220508057,"No","Stephen Sommers",2001,130
"The Muse","http://www.imdb.com/title/tt0164108/",3,1220508057,"No","Albert Brooks",1999,97
